REF_DATE,GEO,GEO_CODE,DWELLING_TYPE,INTENDED_MARKET,HOUSING_STARTS,AVERAGE_PRICE_CAD,DATA_SOURCE,REPORTING_AGENCY,LAST_UPDATED,SURVEY_METHOD,GEOGRAPHY_TYPE,UOM,SCALAR_FACTOR,STATUS,DECIMALS,_record_id,_rule_id,_rule_name,_dimension,_cde,_severity,_failure_reason,_remediation,_flagged_at
2020-01,British Columbia,BC,Single-Detached,Condominium,,914319.11,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-01-15,Direct Survey,Province/Territory,Units,units,F,0,3618,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-01,Alberta,AB,Semi-Detached,Rental,,408286.43,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-01-15,Administrative Data,Province/Territory,Units,units,E,0,3635,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-01,Alberta,AB,Apartment - 5+ storeys,Homeowner,,488498.44,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-01-15,Administrative Data,Province/Territory,Units,units,,0,3640,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-01,Manitoba,MB,Single-Detached,Condominium,,385379.59,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-01-15,Direct Survey,Province/Territory,Units,units,,0,3663,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-01,Saskatchewan,SK,Apartment - 5+ storeys,Homeowner,,324725.51,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-01-15,Direct Survey,Province/Territory,Units,units,,0,3685,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-01,Prince Edward Island,PE,Apartment - Under 5 storeys,Rental,,456227.81,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-01-15,Modelled Estimate,Province/Territory,Units,units,,0,3749,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-02,British Columbia,BC,Row House,Condominium,,800960.6,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-02-15,Direct Survey,Province/Territory,Units,units,E,0,3774,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-02,Prince Edward Island,PE,Apartment - Under 5 storeys,Homeowner,,409679.33,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-02-15,Modelled Estimate,Province/Territory,Units,units,,0,3898,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-03,Ontario,ON,Semi-Detached,Condominium,,741098.84,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-03-15,Direct Survey,Province/Territory,Units,units,,0,3906,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-03,Ontario,ON,Apartment - 5+ storeys,Homeowner,,761712.96,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-03-15,Direct Survey,Province/Territory,Units,units,,0,3910,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-03,British Columbia,BC,Row House,Homeowner,,830235.82,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-03-15,Administrative Data,Province/Territory,Units,units,,0,3922,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-03,Quebec,QC,Apartment - Under 5 storeys,Condominium,,423384.51,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-03-15,Direct Survey,Province/Territory,Units,units,F,0,3960,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-03,Saskatchewan,SK,Apartment - 5+ storeys,Condominium,,324469.58,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-03-15,Modelled Estimate,Province/Territory,Units,units,E,0,3987,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-03,Nova Scotia,NS,Single-Detached,Rental,,444463.94,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-03-15,Administrative Data,Province/Territory,Units,units,,0,3992,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-04,Alberta,AB,Row House,Rental,,506059.41,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-04-15,Administrative Data,Province/Territory,Units,units,,0,4088,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-04,Quebec,QC,Apartment - Under 5 storeys,Condominium,,333366.08,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-04-15,Direct Survey,Province/Territory,Units,units,,0,4110,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-04,Nova Scotia,NS,Row House,Homeowner,,459520.85,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-04-15,Modelled Estimate,Province/Territory,Units,units,,0,4147,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-04,Prince Edward Island,PE,Apartment - 5+ storeys,Homeowner,,287329.91,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-04-15,Direct Survey,Province/Territory,Units,units,F,0,4195,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-05,Ontario,ON,Single-Detached,Condominium,,631757.23,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-05-15,Direct Survey,Province/Territory,Units,units,F,0,4203,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-05,Manitoba,MB,Apartment - 5+ storeys,Condominium,,349542.05,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-05-15,Modelled Estimate,Province/Territory,Units,units,E,0,4272,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-05,Newfoundland and Labrador,NL,Semi-Detached,Rental,,-293740.1086131138,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-05-15,Direct Survey,Province/Territory,Units,units,,0,4325,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-05,Prince Edward Island,PE,Semi-Detached,Homeowner,,372283.9,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-05-15,Administrative Data,Province/Territory,Units,units,F,0,4339,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-06,British Columbia,BC,Apartment - 5+ storeys,Condominium,,831224.55,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-06-15,Administrative Data,Province/Territory,Units,units,F,0,4377,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-06,Saskatchewan,SK,Row House,Rental,,413594.98,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-06-15,Modelled Estimate,Province/Territory,Units,units,,0,4433,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-06,Nova Scotia,NS,Row House,Rental,,452282.73,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-06-15,Modelled Estimate,Province/Territory,Units,units,E,0,4448,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-08,Ontario,ON,Semi-Detached,Condominium,,702347.98,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-08-15,Modelled Estimate,Province/Territory,Units,units,,0,4656,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-08,British Columbia,BC,Apartment - Under 5 storeys,Condominium,,865452.34,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-08-15,Modelled Estimate,Province/Territory,Units,units,E,0,4680,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-08,Alberta,AB,Row House,Homeowner,,466551.95,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-08-15,Modelled Estimate,Province/Territory,Units,units,,0,4687,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-08,Newfoundland and Labrador,NL,Row House,Condominium,,386697.52,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-08-15,Direct Survey,Province/Territory,Units,units,E,0,4779,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-08,Prince Edward Island,PE,Apartment - 5+ storeys,Rental,,334410.72,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-08-15,Administrative Data,Province/Territory,Units,units,,0,4796,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-09,Ontario,ON,Semi-Detached,Homeowner,,771713.18,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-09-15,Modelled Estimate,Province/Territory,Units,units,,0,4804,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-09,British Columbia,BC,Row House,Homeowner,,853185.12,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-09-15,Modelled Estimate,Province/Territory,Units,units,F,0,4822,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-09,Quebec,QC,Apartment - Under 5 storeys,Rental,,346709.86,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-09-15,Administrative Data,Province/Territory,Units,units,,0,4859,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-10,Alberta,AB,Apartment - Under 5 storeys,Homeowner,,430363.69,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-10-15,Administrative Data,Province/Territory,Units,units,,0,4993,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-11,Ontario,ON,Row House,Condominium,,612978.68,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Administrative Data,Province/Territory,Units,units,,0,5109,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-11,Ontario,ON,Apartment - 5+ storeys,Rental,,740071.54,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Administrative Data,Province/Territory,Units,units,,0,5111,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-11,Saskatchewan,SK,Row House,Homeowner,,287874.96,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Modelled Estimate,Province/Territory,Units,units,E,0,5182,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-11,New Brunswick,NB,Apartment - Under 5 storeys,Rental,,332536.91,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Direct Survey,Province/Territory,Units,units,F,0,5219,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2020-12,British Columbia,BC,Semi-Detached,Condominium,,859205.97,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Modelled Estimate,Province/Territory,Units,units,,0,5271,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2021-01,British Columbia,BC,Row House,Homeowner,,879578.55,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Direct Survey,Province/Territory,Units,units,,0,5422,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
2021-01,Saskatchewan,SK,Apartment - Under 5 storeys,Homeowner,,362415.27,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Modelled Estimate,Province/Territory,Units,units,E,0,5488,DQ-001,Housing Starts Completeness,Completeness,HOUSING_STARTS,High,HOUSING_STARTS must not be NULL.,"Escalate to Data Steward. Attempt back-fill from source permit system. If unavailable, flag STATUS='F'.",2026-04-08 23:46
